 Init_Win_bytes_forward, Fwd IAT Total, Fwd IAT Max, Destination Port, Fwd IAT Mean, Fwd Header Length, Flow IAT Max, Flow Duration, Fwd Packets/s, Total Length of Fwd Packets, Subflow Fwd Bytes, Fwd Packet Length Mean, Avg Fwd Segment Size, Fwd Packet Length Max, Flow IAT Mean, Flow Packets/s, Max Packet Length, Packet Length Mean, Fwd IAT Min, Bwd Packet Length Mean, Average Packet Size, Avg Bwd Segment Size, Bwd Packet Length Max, Total Length of Bwd Packets, Subflow Bwd Bytes, Packet Length Variance, Packet Length Std, Flow IAT Min, min_seg_size_forward, Fwd Packet Length Std, Label
225,35408,35408,80,35408.0,64,35408,35408,56.4844103,0,0,0.0,0.0,0,35408.0,56.4844103,0,0.0,35408,0.0,0.0,0.0,0,0,0,0.0,0.0,35408,32,0.0,DoS attacks-Hulk
26883,0,0,21,0.0,40,18,18,55555.5555555556,0,0,0.0,0.0,0,18.0,111111.111111111,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,18,40,0.0,FTP-BruteForce
8192,1406779,1077335,3389,200968.4286,172,968707,1406779,5.68674966,1148,1148,143.5,143.5,677,100484.2143,10.66265561,1173,170.5625,3,225.8571429,181.9333333,225.8571429,1173,1581,1581,102037.5958,319.4332416,3,20,228.1296624,Benign
8192,438,317,80,219.0,72,1468605,1469081,2.042092982,20,20,6.666666667,6.666666667,20,244846.8333,4.764883625,964,123.0,121,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,120000000,652877,80,1132.808771,844984,652877,119649528,882.7698844,3379936,3379936,32.0,32.0,32,1132.808771,882.7698844,32,32.0,0,0.0,32.00030296,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,4266987,4239922,80,1066746.75,168,4239569,4266987,1.1717870244,322,322,64.4,64.4,322,609569.571428572,1.8748592391,972,143.7777777778,121,324.0,161.75,324.0,972,972,972,107802.444444444,328.3328257187,3,32,144.002777751,DoS attacks-GoldenEye
65535,16727,16388,80,8363.5,72,16388,18013,166.5463832,263,263,87.66666667,87.66666667,263,3002.166667,388.6082274,935,149.75,339,233.75,171.1428571,233.75,935,935,935,109141.9286,330.3663551,4,20,151.8431208,DDOS attack-HOIC
26883,0,0,21,0.0,40,8,8,125000.0,0,0,0.0,0.0,0,8.0,250000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,40,0.0,DoS attacks-SlowHTTPTest
26883,0,0,21,0.0,40,3,3,333333.333333333,0,0,0.0,0.0,0,3.0,666666.666666667,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,40,0.0,FTP-BruteForce
-1,120000000,635576,80,1028.347589,932904,635576,119917669,972.4421845,3731616,3731616,32.0,32.0,32,1028.347589,972.4421845,32,32.0,0,0.0,32.00027441,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
225,18397,18397,80,18397.0,64,18397,18397,108.7133772,0,0,0.0,0.0,0,18397.0,108.7133772,0,0.0,18397,0.0,0.0,0.0,0,0,0,0.0,0.0,18397,32,0.0,DoS attacks-Hulk
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,DoS attacks-SlowHTTPTest
26883,351934,67771,22,16758.7619047619,712,67771,352968,62.32859636,1928,1928,87.6363636364,87.6363636364,640,8208.5581395349,124.65719272,976,102.0666666667,185,121.1363636364,104.3863636364,121.1363636364,976,2665,2665,41510.3818181818,203.7409674518,7,32,137.7805520365,SSH-Bruteforce
8192,869,864,80,434.5,72,1275264,1276165,2.350793197,20,20,6.666666667,6.666666667,20,212694.1667,5.485184126,964,123.0,5,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,5,20,11.54700538,DDoS attacks-LOIC-HTTP
26883,107812903,53251560,80,7700921.64285714,496,53251560,107812905,0.1391299121,2530,2530,168.6666666667,168.6666666667,230,6341935.58823529,0.1669558946,230,133.1578947368,225,0.0,140.5555555556,0.0,0,0,0,13611.6959064327,116.6691729054,2,32,105.2796728899,DoS attacks-Slowloris
211,102036105,102036105,80,102036105.0,64,102036102,102036107,0.0196009046,16,16,8.0,8.0,8,34012035.6666667,0.0392018092,8,4.8,102036105,0.0,6.0,0.0,0,0,0,19.2,4.38178046,2,32,0.0,DoS attacks-Slowloris
8192,331,317,80,165.5,72,1252146,1252510,2.395190458,20,20,6.666666667,6.666666667,20,208751.6667,5.588777734,964,123.0,14,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,9,20,11.54700538,DDoS attacks-LOIC-HTTP
2049,15300000,15300000,80,15300000.0,40,15300000,15297954,0.130736437,0,0,0.0,0.0,0,15300000.0,0.130736437,0,0.0,15300000,0.0,0.0,0.0,0,0,0,0.0,0.0,15300000,20,0.0,DDoS attacks-LOIC-HTTP
26883,357213,53405,22,15531.0,776,51718,357259,67.1781536644,1912,1912,79.6666666667,79.6666666667,640,7939.0888888889,128.7581278568,976,97.3829787234,303,121.1363636364,99.5,121.1363636364,976,2665,2665,40134.7631822387,200.3366246652,4,32,133.8339875812,SSH-Bruteforce
8192,54631,54167,80,18210.3333333333,92,4952840,5007471,0.7988064234,709,709,177.25,177.25,709,715353.0,1.5976128469,709,121.5555555556,143,96.25,136.75,96.25,385,385,385,64740.5277777778,254.4415999356,17,20,354.5,SQL Injection
32738,5685,5685,80,5685.0,40,5685,5685,351.8029903,0,0,0.0,0.0,0,5685.0,351.8029903,0,0.0,5685,0.0,0.0,0.0,0,0,0,0.0,0.0,5685,20,0.0,DDOS attack-HOIC
1024,0,0,648,0.0,24,1,1,1000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,24,0.0,Infilteration
26883,0,0,21,0.0,40,22,22,45454.54545,0,0,0.0,0.0,0,22.0,90909.09091,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,22,40,0.0,DoS attacks-SlowHTTPTest
26883,107486641,53247716,80,8268203.15384615,456,53247716,107486649,0.1302487344,2530,2530,180.7142857143,180.7142857143,230,6717915.5625,0.1581591775,230,140.5555555556,238,0.0,148.8235294118,0.0,0,0,0,13311.4379084967,115.375204912,5,32,97.9375221341,DoS attacks-Slowloris
26883,0,0,21,0.0,40,3,3,333333.3333,0,0,0.0,0.0,0,3.0,666666.6667,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,40,0.0,DoS attacks-SlowHTTPTest
26883,372000,117182,22,17714.2857142857,712,117182,372519,59.0573903613,1912,1912,86.9090909091,86.9090909091,640,8663.2325581395,118.1147807226,976,101.7111111111,294,121.1363636364,104.0227272727,121.1363636364,976,2665,2665,41508.8464646465,203.7371995112,5,32,137.6880217811,SSH-Bruteforce
2049,4216840,4216840,80,4216840.0,40,4216840,4216840,0.474288804,0,0,0.0,0.0,0,4216840.0,0.474288804,0,0.0,4216840,0.0,0.0,0.0,0,0,0,0.0,0.0,4216840,20,0.0,DDoS attacks-LOIC-HTTP
26883,0,0,21,0.0,40,4,4,250000.0,0,0,0.0,0.0,0,4.0,500000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,40,0.0,FTP-BruteForce
-1,120000000,654982,80,1000.301544,959336,654982,119952160,999.7068831,3837344,3837344,32.0,32.0,32,1000.301544,999.7068831,32,32.0,1,0.0,32.00026685,0.0,0,0,0,0.0,0.0,1,8,0.0,DDOS attack-LOIC-UDP
225,6828,6828,80,6828.0,64,6828,6828,292.9115407,0,0,0.0,0.0,0,6828.0,292.9115407,0,0.0,6828,0.0,0.0,0.0,0,0,0,0.0,0.0,6828,32,0.0,DoS attacks-Hulk
32738,14495,14495,80,14495.0,40,14495,14495,137.9786133,0,0,0.0,0.0,0,14495.0,137.9786133,0,0.0,14495,0.0,0.0,0.0,0,0,0,0.0,0.0,14495,20,0.0,DDOS attack-HOIC
-1,25642,25642,53,25642.0,16,217377,243020,8.2297753271,80,80,40.0,40.0,40,81006.6666666667,16.4595506543,146,82.4,25642,146.0,103.0,146.0,146,292,292,3370.8,58.0585910955,1,8,0.0,Benign
32738,41194,41194,80,41194.0,40,41194,41194,48.55075982,0,0,0.0,0.0,0,41194.0,48.55075982,0,0.0,41194,0.0,0.0,0.0,0,0,0,0.0,0.0,41194,20,0.0,DDOS attack-HOIC
26883,0,0,21,0.0,40,18,18,55555.5555555556,0,0,0.0,0.0,0,18.0,111111.111111111,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,18,40,0.0,FTP-BruteForce
211,105000757,105000757,80,105000757.0,64,105000755,105000759,0.0190474814,16,16,8.0,8.0,8,35000253.0,0.0380949627,8,4.8,105000757,0.0,6.0,0.0,0,0,0,19.2,4.38178046,2,32,0.0,DoS attacks-Slowloris
225,3401,3401,80,3401.0,64,3401,3401,588.0623346,0,0,0.0,0.0,0,3401.0,588.0623346,0,0.0,3401,0.0,0.0,0.0,0,0,0,0.0,0.0,3401,32,0.0,DoS attacks-Hulk
2049,20100000,20100000,80,20100000.0,40,20100000,20061211,0.099694879,0,0,0.0,0.0,0,20100000.0,0.099694879,0,0.0,20100000,0.0,0.0,0.0,0,0,0,0.0,0.0,20100000,20,0.0,DDoS attacks-LOIC-HTTP
8192,365,362,80,182.5,72,1119818,1120212,2.678064509,20,20,6.666666667,6.666666667,20,186702.0,6.248817188,964,123.0,3,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,3,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,0,0,53,0.0,8,298,298,3355.704697986577,53,53,53.0,53.0,53,298.0,6711.4093959731545,101,69.0,0,101.0,103.5,101.0,101,101,101,768.0,27.712812921102035,298,8,0.0,Benign
-1,120000000,638200,80,863.090968,1111608,638200,119926490,1158.63476,4446432,4446432,32.0,32.0,32,863.090968,1158.63476,32,32.0,0,0.0,32.0002303,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,170478,146766,80,85239.0,72,146766,194579,15.4179022402,438,438,146.0,146.0,438,32429.8333333333,35.9751052272,859,162.125,23712,214.75,185.2857142857,214.75,859,859,859,102778.410714286,320.5907215037,33,20,252.8794179051,Benign
26883,0,0,21,0.0,40,3,3,333333.3333,0,0,0.0,0.0,0,3.0,666666.6667,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,40,0.0,DoS attacks-SlowHTTPTest
26883,6760783,6760458,80,2253594.33333333,136,6760136,11763045,0.3400480063,315,315,78.75,78.75,315,1680435.0,0.6800960126,972,143.0,27,243.0,160.875,243.0,972,972,972,107496.0,327.8658262155,4,32,157.5,DoS attacks-GoldenEye
26883,0,0,21,0.0,40,3,3,333333.3333,0,0,0.0,0.0,0,3.0,666666.6667,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,40,0.0,DoS attacks-SlowHTTPTest
276,54027,54027,22,54027.0,40,54027,54027,37.01852777,0,0,0.0,0.0,0,54027.0,37.01852777,0,0.0,54027,0.0,0.0,0.0,0,0,0,0.0,0.0,54027,20,0.0,Infilteration
256,510,510,8080,510.0,40,510,510,3921.568627,0,0,0.0,0.0,0,510.0,3921.568627,0,0.0,510,0.0,0.0,0.0,0,0,0,0.0,0.0,510,20,0.0,Bot
26883,6938669,6937907,80,2312889.66666667,136,6937496,11943417,0.3349125296,273,273,68.25,68.25,273,1706202.42857143,0.6698250593,972,138.3333333333,315,243.0,155.625,243.0,972,972,972,105886.0,325.4012907166,4,32,136.5,DoS attacks-GoldenEye
65535,8104,7854,80,4052.0,72,7854,9456,317.2588832,325,325,108.3333333,108.3333333,325,1576.0,740.2707276,935,157.5,250,233.75,180.0,233.75,935,935,935,111628.5714,334.1086222,2,20,187.6388375,DDOS attack-HOIC
26883,106557771,53247596,80,7611269.35714286,496,53247596,106557773,0.1407687077,2530,2530,168.6666666667,168.6666666667,230,6268104.29411765,0.1689224492,230,133.1578947368,204,0.0,140.5555555556,0.0,0,0,0,13611.6959064327,116.6691729054,2,32,105.2796728899,DoS attacks-Slowloris
8192,583,487,8080,291.5,72,10149,11010,272.479564,326,326,108.6666667,108.6666667,326,1835.0,635.7856494,326,56.875,96,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,14,20,188.2161878,Bot
225,2531,2531,80,2531.0,64,2531,2531,790.2015014,0,0,0.0,0.0,0,2531.0,790.2015014,0,0.0,2531,0.0,0.0,0.0,0,0,0,0.0,0.0,2531,32,0.0,DoS attacks-Hulk
-1,120000000,620920,80,853.2216671,1122448,620920,119711266,1172.036724,4489792,4489792,32.0,32.0,32,853.2216671,1172.036724,32,32.0,0,0.0,32.00022807,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
176,160,160,51592,160.0,40,144,160,12499.999999999998,38,38,19.0,19.0,38,80.0,18750.0,38,19.0,160,0.0,25.33333333333333,0.0,0,0,0,481.3333333333333,21.939310229205777,16,20,26.87005768508881,Benign
1024,0,0,900,0.0,24,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,24,0.0,Infilteration
225,34779,34779,80,34779.0,64,34779,34779,57.50596624,0,0,0.0,0.0,0,34779.0,57.50596624,0,0.0,34779,0.0,0.0,0.0,0,0,0,0.0,0.0,34779,32,0.0,DoS attacks-Hulk
2051,24,24,80,24.0,40,24,24,83333.3333333333,0,0,0.0,0.0,0,24.0,83333.3333333333,0,0.0,24,0.0,0.0,0.0,0,0,0,0.0,0.0,24,20,0.0,Brute Force -Web
65535,1291,1034,57303,322.75,124,749,1291,3872.966692,935,935,187.0,187.0,935,215.1666667,5422.153369,935,156.125,6,157.0,178.4285714,157.0,314,314,314,111117.2679,333.3425683,6,20,418.1447118,Benign
26883,329139,113356,22,15673.2857142857,712,113356,329197,66.8292845925,1912,1912,86.9090909091,86.9090909091,640,7655.7441860465,133.658569185,976,101.7111111111,130,121.1363636364,104.0227272727,121.1363636364,976,2665,2665,41508.8464646465,203.7371995112,6,32,137.6880217811,SSH-Bruteforce
8192,419,406,80,209.5,72,1621834,1622292,1.849235526,20,20,6.666666667,6.666666667,20,270382.0,4.314882894,964,123.0,13,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,89479978,41990311,500,17895995.6,48,41990311,89479978,0.0670541068,3000,3000,500.0,500.0,500,17895995.6,0.0670541068,500,500.0,4000611,0.0,583.3333333333,0.0,0,0,0,0.0,0.0,4000611,8,0.0,Brute Force -Web
32738,4407,4407,80,4407.0,40,4407,4407,453.8234627,0,0,0.0,0.0,0,4407.0,453.8234627,0,0.0,4407,0.0,0.0,0.0,0,0,0,0.0,0.0,4407,20,0.0,DDOS attack-HOIC
26883,243444,75221,22,12812.8421052632,648,75221,243941,81.9870378493,1928,1928,96.4,96.4,640,5949.7804878049,172.1727794836,976,106.8139534884,320,121.1363636364,109.3571428571,121.1363636364,976,2665,2665,42967.9169435216,207.2870399796,4,32,141.7478859027,SSH-Bruteforce
-1,39972,39972,53,39972.0,16,39657,40311,49.61424921,122,122,61.0,61.0,61,13437.0,99.22849842,126,87.0,39972,126.0,108.75,126.0,126,252,252,1267.5,35.60196624,315,8,0.0,Benign
8192,895,601,80,447.5,72,1284566,1285493,2.333734995,20,20,6.666666667,6.666666667,20,214248.8333,5.445381655,964,123.0,294,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,6,20,11.54700538,DDoS attacks-LOIC-HTTP
65535,1073,798,80,536.5,72,798,1351,2220.57735,336,336,112.0,112.0,336,225.1666667,5181.34715,935,158.875,275,233.75,181.5714286,233.75,935,935,935,112170.125,334.918087,4,20,193.9896904,DDOS attack-HOIC
241,0,0,22,0.0,32,8,8,125000.0,0,0,0.0,0.0,0,8.0,250000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,8,32,0.0,SSH-Bruteforce
26883,319218,58958,22,15960.9,680,41149,319266,65.7758734096,1912,1912,91.0476190476,91.0476190476,640,7601.5714285714,134.6839312673,976,104.0227272727,254,121.1363636364,106.4418604651,121.1363636364,976,2665,2665,42228.1157505285,205.4948071133,2,32,139.6790879804,SSH-Bruteforce
241,0,0,22,0.0,32,5,5,200000.0,0,0,0.0,0.0,0,5.0,400000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,5,32,0.0,SSH-Bruteforce
26883,0,0,21,0.0,40,4,4,250000.0,0,0,0.0,0.0,0,4.0,500000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,4,40,0.0,FTP-BruteForce
26883,0,0,21,0.0,40,18,18,55555.5555555556,0,0,0.0,0.0,0,18.0,111111.111111111,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,18,40,0.0,FTP-BruteForce
225,7718,7718,80,7718.0,64,7718,7718,259.1344908,0,0,0.0,0.0,0,7718.0,259.1344908,0,0.0,7718,0.0,0.0,0.0,0,0,0,0.0,0.0,7718,32,0.0,DoS attacks-Hulk
225,49227,44742,80,24613.5,96,44742,49227,60.94216588,0,0,0.0,0.0,0,24613.5,60.94216588,0,0.0,4485,0.0,0.0,0.0,0,0,0,0.0,0.0,4485,32,0.0,DoS attacks-Hulk
26883,380803,108710,22,18133.4761904762,712,108710,381210,57.7109729545,1960,1960,89.0909090909,89.0909090909,640,9297.8048780488,110.1754938223,976,107.5581395349,229,133.25,110.119047619,133.25,976,2665,2665,42963.0620155039,207.2753290083,5,32,137.9533769037,SSH-Bruteforce
2052,500,500,8080,500.0,40,500,500,4000.0,0,0,0.0,0.0,0,500.0,4000.0,0,0.0,500,0.0,0.0,0.0,0,0,0,0.0,0.0,500,20,0.0,Bot
26883,6861253,6783435,80,1715313.25,168,6783132,6861253,0.728729869,372,372,74.4,74.4,372,980179.0,1.1659677904,662,114.8888888889,250,220.6666666667,129.25,220.6666666667,662,662,662,57229.1111111111,239.2260669557,3,32,166.363457526,DoS attacks-GoldenEye
2052,559,559,8080,559.0,40,559,559,3577.817531,0,0,0.0,0.0,0,559.0,3577.817531,0,0.0,559,0.0,0.0,0.0,0,0,0,0.0,0.0,559,20,0.0,Bot
211,99999884,99999884,80,99999884.0,64,99999882,99999887,0.0200000226,16,16,8.0,8.0,8,33333295.6666667,0.0400000452,8,4.8,99999884,0.0,6.0,0.0,0,0,0,19.2,4.38178046,2,32,0.0,DoS attacks-Slowloris
8192,1664327,1112932,3389,237761.0,172,953218,1664327,4.806747712,1128,1128,141.0,141.0,661,118880.5,9.012651961,1173,169.3125,3,225.8571429,180.6,225.8571429,1173,1581,1581,100953.1625,317.731274,3,20,222.6233206,Infilteration
2052,475,475,8080,475.0,40,475,475,4210.526316,0,0,0.0,0.0,0,475.0,4210.526316,0,0.0,475,0.0,0.0,0.0,0,0,0,0.0,0.0,475,20,0.0,Bot
26883,0,0,21,0.0,40,5,5,200000.0,0,0,0.0,0.0,0,5.0,400000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,5,40,0.0,DoS attacks-SlowHTTPTest
-1,120000000,689474,80,883.1893452,1086616,689474,119960076,1132.268372,4346464,4346464,32.0,32.0,32,883.1893452,1132.268372,32,32.0,0,0.0,32.00023559,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
8192,471,469,80,235.5,72,1062667,1063169,2.821752703,20,20,6.666666667,6.666666667,20,177194.8333,6.584089641,964,123.0,2,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,2,20,11.54700538,DDoS attacks-LOIC-HTTP
26883,0,0,21,0.0,40,3,3,333333.333333333,0,0,0.0,0.0,0,3.0,666666.666666667,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,3,40,0.0,FTP-BruteForce
2052,666,666,8080,666.0,40,666,666,3003.003003,0,0,0.0,0.0,0,666.0,3003.003003,0,0.0,666,0.0,0.0,0.0,0,0,0,0.0,0.0,666,20,0.0,Bot
8192,316,283,80,158.0,72,723188,723533,4.1463209,20,20,6.666666667,6.666666667,20,120588.8333,9.674748768,964,123.0,33,241.0,140.5714286,241.0,964,964,964,115523.4286,339.8873763,5,20,11.54700538,DDoS attacks-LOIC-HTTP
-1,120000000,1050025,80,918.6734223,1044072,1050025,119894231,1088.534443,4176288,4176288,32.0,32.0,32,918.6734223,1088.534443,32,32.0,0,0.0,32.00024519,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
26883,6449534,6448226,80,2149844.66666667,136,6447949,11452885,0.3492569776,489,489,122.25,122.25,489,1636126.42857143,0.6985139552,972,162.3333333333,339,243.0,182.625,243.0,972,972,972,118342.0,344.0087208197,7,32,244.5,DoS attacks-GoldenEye
26883,367868,165773,22,17517.5238095238,712,165773,368379,59.7211024516,1912,1912,86.9090909091,86.9090909091,640,8984.8536585366,114.0130137711,976,106.4418604651,224,133.25,108.9761904762,133.25,976,2665,2665,42969.919158361,207.2918694941,5,32,137.6880217811,SSH-Bruteforce
14600,462265,89850,22,38522.0833333333,424,51244,462265,28.1223973262,1145,1145,88.0769230769,88.0769230769,648,20098.4782608696,51.9182719868,976,124.56,19,179.0,129.75,179.0,976,1969,1969,74892.7566666667,273.6654100661,11,32,183.8679152446,Brute Force -Web
26883,38142,37821,80,12714.0,136,5004548,5042690,0.7932274243,318,318,79.5,79.5,318,720384.285714286,1.5864548485,972,143.3333333333,35,243.0,161.25,243.0,972,972,972,107626.0,328.0640181428,5,32,159.0,DoS attacks-GoldenEye
26883,0,0,21,0.0,40,10,10,100000.0,0,0,0.0,0.0,0,10.0,200000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,10,40,0.0,DoS attacks-SlowHTTPTest
225,4815,4815,80,4815.0,64,4815,4815,415.3686397,0,0,0.0,0.0,0,4815.0,415.3686397,0,0.0,4815,0.0,0.0,0.0,0,0,0,0.0,0.0,4815,32,0.0,DoS attacks-Hulk
1024,0,0,2800,0.0,24,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,24,0.0,Infilteration
-1,0,0,53,0.0,8,13465,13465,74.26661716,44,44,44.0,44.0,44,13465.0,148.5332343,252,113.3333333,0,252.0,170.0,252.0,252,252,252,14421.33333,120.088856,13465,8,0.0,Infilteration
26883,106654083,53247986,80,7618148.78571429,496,53247986,106654085,0.1406415891,2530,2530,168.6666666667,168.6666666667,230,6273769.70588235,0.1687699069,230,133.1578947368,321,0.0,140.5555555556,0.0,0,0,0,13611.6959064327,116.6691729054,2,32,105.2796728899,DoS attacks-Slowloris
118,0,0,52366,0.0,40,0,0,0.0,0,0,0.0,0.0,0,0.0,167.442834,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,20,0.0,Infilteration
225,4447,4447,80,4447.0,64,4447,4447,449.7413987,0,0,0.0,0.0,0,4447.0,449.7413987,0,0.0,4447,0.0,0.0,0.0,0,0,0,0.0,0.0,4447,32,0.0,DoS attacks-Hulk
226,1943111,1943111,80,1943111.0,64,1943111,1943111,1.0292772775,0,0,0.0,0.0,0,1943111.0,1.0292772775,0,0.0,1943111,0.0,0.0,0.0,0,0,0,0.0,0.0,1943111,32,0.0,DoS attacks-GoldenEye
26883,0,0,21,0.0,40,18,18,55555.5555555556,0,0,0.0,0.0,0,18.0,111111.111111111,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,18,40,0.0,FTP-BruteForce
26883,372539,105022,22,17739.9523809524,712,105022,372583,59.0472458486,1944,1944,88.3636363636,88.3636363636,640,8664.7209302326,118.0944916972,976,102.4222222222,215,121.1363636364,104.75,121.1363636364,976,2665,2665,41511.6585858586,203.7441007388,3,32,137.8690011274,SSH-Bruteforce
176,0,0,54344,0.0,20,17,17,58823.52941,0,0,0.0,0.0,0,17.0,117647.0588,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,17,20,0.0,Infilteration
26883,0,0,21,0.0,40,2,2,500000.0,0,0,0.0,0.0,0,2.0,1000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,2,40,0.0,FTP-BruteForce
8192,512,459,8080,256.0,72,9319,10139,295.8871684,326,326,108.6666667,108.6666667,326,1689.833333,690.4033928,326,56.875,53,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,0,20,188.2161878,Bot
8192,535,483,8080,267.5,72,10549,11402,263.1117348,326,326,108.6666667,108.6666667,326,1900.333333,613.9273812,326,56.875,52,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,1,20,188.2161878,Bot
225,4264034,4213134,80,1421344.667,136,4213128,4291528,0.932068951,316,316,79.0,79.0,316,536441.0,2.097155139,935,125.1,5007,187.0,139.0,187.0,935,935,935,90842.32222,301.4006009,6,32,158.0,DoS attacks-Hulk
226,44122560,44122560,80,44122560.0,64,44122560,44122560,0.0453282856,0,0,0.0,0.0,0,44122560.0,0.0453282856,0,0.0,44122560,0.0,0.0,0.0,0,0,0,0.0,0.0,44122560,32,0.0,DoS attacks-GoldenEye
8192,457,406,8080,228.5,72,8746,9536,314.5973154,326,326,108.6666667,108.6666667,326,1589.333333,734.0604027,326,56.875,51,32.25,65.0,32.25,112,129,129,13318.69643,115.4066568,21,20,188.2161878,Bot
26883,301637,92305,22,14363.6666666667,712,92305,302140,72.8139273185,1944,1944,88.3636363636,88.3636363636,640,7193.8095238095,142.3181306679,976,104.75,325,126.9047619048,107.1860465116,126.9047619048,976,2665,2665,42227.5406976744,205.4934079178,3,32,137.8690011274,SSH-Bruteforce
8192,397,354,8080,198.5,72,20253,21055,142.4839706,285,285,95.0,95.0,285,3509.166667,332.462598,285,51.75,43,32.25,59.14285714,32.25,112,129,129,10376.21429,101.8637045,13,20,164.5448267,Bot
26883,384255,76998,22,16706.7391304348,776,76998,384954,62.345111364,1928,1928,80.3333333333,80.3333333333,640,8952.4186046512,114.2993708339,976,102.0666666667,260,133.25,104.3863636364,133.25,976,2665,2665,41510.3818181818,203.7409674518,3,32,133.9586784655,SSH-Bruteforce
26883,0,0,21,0.0,40,1,1,1000000.0,0,0,0.0,0.0,0,1.0,2000000.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,40,0.0,FTP-BruteForce
-1,0,0,53,0.0,8,1294,1294,772.7975270479135,36,36,36.0,36.0,36,1294.0,1545.595054095827,64,45.333333333333336,0,64.0,68.0,64.0,64,64,64,261.33333333333337,16.165807537309522,1294,8,0.0,Benign
2052,574,574,8080,574.0,40,574,574,3484.320557,0,0,0.0,0.0,0,574.0,3484.320557,0,0.0,574,0.0,0.0,0.0,0,0,0,0.0,0.0,574,20,0.0,Bot
-1,120000000,573973,80,770.0388624,1244400,573973,119778775,1298.644105,4977600,4977600,32.0,32.0,32,770.0388624,1298.644105,32,32.0,0,0.0,32.00020572,0.0,0,0,0,0.0,0.0,0,8,0.0,DDOS attack-LOIC-UDP
32738,4144,4144,80,4144.0,40,4144,4144,482.6254826,0,0,0.0,0.0,0,4144.0,482.6254826,0,0.0,4144,0.0,0.0,0.0,0,0,0,0.0,0.0,4144,20,0.0,DDOS attack-HOIC
8192,1499265,749935,443,749632.5,92,507482,1743174,1.7209985922,0,0,0.0,0.0,0,348634.8,3.4419971844,0,0.0,749330,0.0,0.0,0.0,0,0,0,0.0,0.0,241848,28,0.0,Benign
26883,0,0,21,0.0,40,22,22,45454.5454545455,0,0,0.0,0.0,0,22.0,90909.0909090909,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,22,40,0.0,FTP-BruteForce
